CRIMEID,REPORTDATE,LATITUDE,LONGITUDE,ADDRESS,WARD,NEARESTINTKEY,NEARESTINTSTREETNAME,location_quality,location_error_type,severity_score,total_fatalities,total_major_injuries,total_minor_injuries,total_injuries,has_pedestrian,has_bicyclist,has_speeding,has_fatality,has_major_injury
66765328728,2025-10-02 18:00:00+00:00,38.911868,-77.033296,1430 CORCORAN STREET NW,WARD 2,9efcc79d62ee03a31a8b9e48625f630f,15TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66765334100,2025-10-17 18:00:00+00:00,38.93307,-77.078172,3935 MASSACHUSETTS AVENUE NW,WARD 3,f17466b19165b6a8492d90887927e1c8,MACOMB ST NW,HIGH,NO_ERROR_FLAGGED,6.0,0.0,0.0,2.0,2.0,False,False,False,False,False
66765412003,2025-10-10 19:20:00+00:00,38.902649,-77.044606,1999 K STREET NW,WARD 2,1b5c28b574d29166f36007506a2ca55d,K ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66765511820,2025-10-10 01:30:00+00:00,38.920336,-77.036849,1600 BEEKMAN PLACE NW,WARD 1,791b559be4c0565e618cdeeaf6f93821,BELMONT ST NW,MEDIUM,BLOCKKEY_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66766001808,2025-10-17 19:50:00+00:00,38.957468,-77.016165,300 LONGFELLOW STREET NW,WARD 4,ba9cf408fd84f5058b2a2d6db38e9c58,3RD ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66766061390,2025-10-15 20:00:00+00:00,38.984147,-77.034701,1426 JONQUIL STREET NW,WARD 4,10509309186d42702a22821d64a6b4ed,14TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66766991442,2025-10-17 04:00:00+00:00,38.869439,-76.95921,3240 PENNSYLVANIA AVENUE SE,WARD 7,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66767166193,2025-10-17 20:35:00+00:00,38.908323,-76.98092,1375 MOUNT OLIVET ROAD NE,WARD 5,82ef3fa538c10d1d4f5430c8ba6145e3,HOLBROOK ST NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,True,False,False
66767460317,2025-10-16 23:44:00+00:00,38.899812,-77.046654,805 21ST STREET NW,WARD 2,e600ba48665deb46abbf1f208a63fa30,H ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66767689276,2025-10-17 20:46:00+00:00,38.919885,-76.951873,2431 MARKET STREET NE,WARD 5,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66767972485,2025-10-17 19:25:00+00:00,38.889358,-76.920312,5705 EAST CAPITOL STREET SE,WARD 7,4a4f4ce7455c11467eed05b871ba9e93,53RD PL SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66767977362,2025-10-17 20:47:00+00:00,38.896769,-76.947524,4058 MINNESOTA AVENUE NE,WARD 7,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66767978960,2025-10-14 00:00:00+00:00,38.86407,-76.952219,2100 38TH STREET SE,WARD 7,f4e871b7ccc5998598d643d2c60aabfd,V ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66767985176,2025-10-17 22:02:00+00:00,38.902168,-76.94182,4200 NANNIE HELEN BURROUGHS AVENUE NE,WARD 7,8c94bf81399564ad3037c147b0f688b4,KENILWORTH AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768096348,2025-10-17 22:10:00+00:00,38.90317,-77.031684,1099 14TH STREET NW,WARD 2,f63110cea700e723ffd3d38eb1b4814c,L ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66768165703,2025-10-17 12:45:00+00:00,38.877905,-76.999519,1000 5TH STREET SE,WARD 6,9d242e4989393ec190704325dfa7ba42,L ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768276765,2025-10-16 21:00:00+00:00,38.856968,-76.995237,2652 MARTIN LUTHER KING JR AVENUE SE,WARD 8,44eb333d0318ba17bf8ca49c41138825,POMEROY RD SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768368906,2025-10-16 22:30:00+00:00,38.947195,-77.033007,4632 14TH STREET NW,WARD 4,2f54b61054f4592187e8be338c273183,CRITTENDEN ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768381916,2025-10-17 22:42:00+00:00,38.899366,-76.995219,718 8TH STREET NE,WARD 6,dc6552328d2a5160f0c6d1bbb6f754a3,G ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768403343,2025-10-14 18:00:00+00:00,38.929952,-76.973455,2305 RHODE ISLAND AVENUE NE,WARD 5,dbe8e0fb78239512b8e08e1f3695b454,THAYER ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768411045,2025-10-17 20:10:00+00:00,38.904394,-77.050115,1111 23RD STREET NW,WARD 2,b92ddb5b1bcc9d4e3c15f99777bba847,M ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768429621,2025-10-17 18:45:00+00:00,38.91409,-77.030167,1309 S STREET NW,WARD 1,19aaa235da5d8d212dfa516b07b0df1b,RIGGS ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768503371,2025-10-17 21:35:00+00:00,38.904466,-77.058091,1110 29TH STREET NW,WARD 2,4160c6f3ff10cfd4469cd16f79a77f87,M ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768564945,2025-10-17 23:20:00+00:00,38.905056,-77.061182,3100 M STREET NW,WARD 2,34a6cf1d148812ee2aa38863b5393c14,M ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768632818,2025-10-17 20:31:00+00:00,38.955066,-77.069136,5001 CONNECTICUT AVENUE NW,WARD 3,2745b4a9edd774783314e7a9acfecb87,FESSENDEN ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768704503,2025-10-17 21:08:00+00:00,38.903439,-77.06115,1029 31ST STREET NW,WARD 2,cb5f15516f880dd08926a58f86fce62d,SOUTH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768708972,2025-10-17 21:00:00+00:00,38.933938,-77.022505,611 NEWTON PLACE NW,WARD 1,152340981e7d8659f9a96c941f42ef71,6TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768963973,2025-10-17 19:52:00+00:00,38.917001,-77.027256,1100 U STREET NW,WARD 1,5b5ace5bb823f2df5777a1ec26d22504,U ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66768990404,2025-10-17 20:50:00+00:00,38.896185,-76.94815,4046 MINNESOTA AVENUE NE,WARD 7,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769040509,2025-10-17 22:40:00+00:00,38.909782,-77.052861,2439 P STREET NW,WARD 2,e410eae14d0cbbcc2f7ab39efdc3ab3f,26TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769043402,2025-10-17 21:00:00+00:00,38.916997,-77.03222,1944 14TH STREET NW,WARD 2,1c17f0b62ba1344e3cc10c41da9f6285,U ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66769063221,2025-10-17 19:05:00+00:00,38.894445,-77.0426,1849 C STREET NW,WARD 2,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769188035,2025-10-18 00:55:00+00:00,38.892998,-76.909582,304 EASTERN AVENUE NE,WARD 7,33df66a802baf590a8efa81a92b4fd69,SOUTHERN AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769191312,2025-10-17 20:54:00+00:00,38.914988,-77.014271,"RHODE ISLAND AVENUE NW & 2ND STREET NW
WASHINGTON,",WARD 1,8dff7352862691f4c913eb6d89b69985,3RD ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769236790,2025-10-18 00:55:00+00:00,38.885853,-76.936064,4615 BENNING ROAD SE,WARD 7,233ec0b233b9277d1d1cbc83db3e22e7,WOODLAWN CEMETERY DR SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66769355007,2025-10-18 01:00:00+00:00,38.88474,-77.012674,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769465861,2025-10-18 00:20:00+00:00,38.838186,-77.004361,3667 HORNER PLACE SE,WARD 8,345358683516f5c5a325aeb5b10c0cea,UPSAL ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False
66769531018,2025-10-17 23:09:00+00:00,38.920371,-76.950372,2441 MARKET STREET NE,WARD 5,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769597925,2025-10-17 04:00:00+00:00,38.949639,-77.03642,4838 16TH STREET NW,WARD 4,4b319bdcd14976441cff80dae3231432,EMERSON ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66769650116,2025-10-17 19:10:00+00:00,38.865143,-77.002561,2200 SOUTH CAPITOL STREET SE,WARD 8,30c42884acfe1183be08659c15267558,SUITLAND PKWY SE,HIGH,NO_ERROR_FLAGGED,6.0,0.0,0.0,2.0,2.0,False,False,False,False,False
66769681286,2025-10-17 04:00:00+00:00,38.951653,-77.012566,5051 NEW HAMPSHIRE AVENUE NW,WARD 4,35fad87f686bb630b68a2ca6fe4741e8,GALLATIN ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769790502,2025-10-16 21:26:00+00:00,38.864592,-77.001181,631 HOWARD ROAD SE,WARD 8,c3609ddd6f00829823c257836b39eecf,SUITLAND PKWY SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769842282,2025-10-18 02:30:00+00:00,38.874054,-76.976086,2105 FAIRLAWN AVENUE SE,WARD 8,95d3f19a8f64c0cf4a7e1dd450a73b8f,YOUNG ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66769889600,2025-10-18 00:15:00+00:00,38.920625,-77.029027,1248 FLORIDA AVENUE NW,WARD 1,59262e11b41bf86758929418bfc1877b,12TH PL NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66770008991,2025-10-18 03:03:00+00:00,38.910474,-77.008317,1 FLORIDA AVENUE NE,WARD 5,08ae214244b6bbd0e348e6ed039ceafa,PORTER ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66770321470,2025-10-18 00:11:00+00:00,38.928591,-76.960481,3001 BLADENSBURG ROAD NE,WARD 5,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66770397651,2025-10-18 02:40:00+00:00,38.906176,-77.001297,1230 4TH STREET NE,WARD 6,a1d0d587efcb348c5b70923b4798a969,M ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66770463211,2025-10-18 04:03:00+00:00,38.932999,-77.057015,3217 CONNECTICUT AVENUE NW,WARD 3,954c1d7808a5785d210aea010030aaec,MACOMB ST NW,HIGH,NO_ERROR_FLAGGED,10.0,0.0,1.0,0.0,1.0,False,False,False,False,True
66770568787,2025-10-18 00:00:00+00:00,38.894547,-76.948818,3919 BENNING ROAD NE,WARD 7,ce080f4aa86acf54555e6e68ee265423,39TH ST NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66770583862,2025-10-18 04:26:00+00:00,38.843641,-76.995914,700 ALABAMA AVENUE SE,WARD 8,0c6d9a16c951d6c8280f464ab68aab6f,7TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66770827787,2025-10-18 05:15:00+00:00,38.90463,-77.042955,1111 19TH STREET NW,WARD 2,a78856788a5c62f35c1c9773e0457155,M ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66770842525,2025-10-18 04:00:00+00:00,38.908684,-77.00521,"NEW YORK AVENUE NE
WASHINGTON,",WARD 5,f58d995ee2327b19c0ff94910468b1cd,FLORIDA AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66770875834,2025-10-18 03:00:00+00:00,38.88474,-77.012674,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66770892590,2025-10-18 05:28:00+00:00,38.897385,-76.970447,2529 BENNING ROAD NE,WARD 7,e3d31bc39a58282145b396eeecf94bc5,26TH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66771958985,2025-10-18 06:33:00+00:00,38.882929,-77.013315,490 2ND STREET SW,WARD 2,bc639a2e7a55ce1a6f7bd6e9e058e2e3,2ND ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66771964165,2025-10-16 19:30:00+00:00,38.941099,-76.986897,1324 TAYLOR STREET NE,WARD 5,948e3c4031eb4a35f0462100cd5970af,13TH PL NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66772548798,2025-10-18 07:35:00+00:00,38.912609,-77.036515,16TH STREET NW & R STREET NW,WARD 2,cd1c8616fed712b52eac6872543a00c1,16TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66772566328,2025-10-18 05:45:00+00:00,38.830953,-76.999979,400 ATLANTIC STREET SE,WARD 8,c0bd032c12377dfe1213917812a84d75,4TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66772810300,2025-10-18 02:00:00+00:00,38.917161,-77.024453,907 U STREET NW,WARD 1,b907ceccaec5936b06ae7c3f52123bfd,9TH ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66775444189,2025-10-18 07:30:00+00:00,38.895726,-76.926595,410 DIVISION AVENUE NE,WARD 7,923783ff116839a841dbe2a6a4912c00,EADS ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66775625405,2025-10-18 02:15:00+00:00,38.88474,-77.012674,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66776930818,2025-10-14 12:40:00+00:00,38.903515,-76.928677,5065 SHERIFF ROAD NE,WARD 7,e260c5687a25b1f73da9e8525b7eccf8,50TH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66777017159,2025-10-17 13:00:00+00:00,38.901469,-76.941413,4301 NANNIE HELEN BURROUGHS AVENUE NE,WARD 7,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66777144074,2025-10-11 17:16:00+00:00,38.901887,-77.016906,425 I STREET NW,WARD 6,cc84dc7c5205059f77f9fa07499fcc4a,4TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66777211763,2025-10-18 12:07:00+00:00,38.955022,-77.010419,5301 NEW HAMPSHIRE AVENUE NW,WARD 4,eb49ef9ee3b0a9b0ed1419a62b7e028a,MISSOURI AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66779204722,2025-10-07 15:35:00+00:00,38.89735,-77.030053,1304 F STREET NW,WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66779493405,2025-10-16 19:45:00+00:00,38.92414,-76.988318,1240 RHODE ISLAND AVENUE NE,WARD 5,ca1d12e4aa7edc74d125a63458c89fe2,13TH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66779844384,2025-09-20 21:06:00+00:00,38.905646,-77.002882,222 M STREET NE,WARD 6,934f18353cdd428b4093a3cdae5f33cb,DELAWARE AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66779932360,2025-10-18 13:15:00+00:00,38.929555,-77.016442,110 IRVING STREET NW,WARD 5,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66780082189,2025-09-10 15:26:00+00:00,38.903709,-76.944295,4119 LEE STREET NE,WARD 7,d8d7c21f917a4d4cf79898fad65cb1e4,LEE ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66780168552,2025-10-18 15:07:00+00:00,38.964953,-77.027944,6200 GEORGIA AVENUE NW,WARD 4,12800671291ae714f21ae7e88cb00fbe,RITTENHOUSE ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
66780314595,2025-10-18 15:25:00+00:00,38.90282,-77.046648,2101 K STREET NW,WARD 2,25194deb7086f73963bb64fa1fb74ee7,K ST NW,HIGH,NO_ERROR_FLAGGED,6.0,0.0,0.0,2.0,2.0,False,False,False,False,False
66780435575,2025-10-18 11:45:00+00:00,38.917204,-76.979191,1765 NEW YORK AVENUE NE,WARD 5,be28cd7533a0503bf283c1926dcda44f,MONTANA AVE NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66780647393,2025-10-18 16:42:00+00:00,38.947393,-77.008353,4561 NORTH CAPITOL STREET NE,WARD 5,cc60300233f360e7ab14387780e8f873,ROCK CREEK CHURCH RD NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66780806509,2025-10-18 17:15:00+00:00,38.946312,-77.078781,"TENLEY CIRCLE NW
WASHINGTON,",WARD 3,64574d26359f92081d737caeb20e4e7e,WISCONSIN AVE NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
66780862243,2025-10-17 20:50:00+00:00,38.882536,-77.017728,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0ee1dabfe1a682cccb52f7a2d46ee327,INTERSTATE 695 I BN,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66780890621,2025-10-18 15:58:00+00:00,38.905495,-77.067098,1212 BANK ALLEY NW,WARD 2,1b5eb0a2e4b6d11caa9305c205535814,34TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66781094510,2025-10-18 12:53:00+00:00,38.860621,-76.968721,2509 GOOD HOPE ROAD SE,WARD 8,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66781203616,2025-10-18 16:22:00+00:00,38.899811,-77.015155,"3RD STREET NW & MASSACHUSETTS AVENUE NW
WASHINGTON,",WARD 6,d3175c65382a020776b29c0a57048abf,3RD ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66781477267,2025-10-18 05:58:00+00:00,38.911788,-77.048433,2131 MASSACHUSETTS AVENUE NW,WARD 2,937ae69e3cb072d0145f9e3f49f7a826,22ND ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
66781656877,2025-10-18 18:50:00+00:00,38.90167,-77.051761,922 24TH STREET NW,WARD 2,9f15e4e599203c456ddee5d91dc5c9b9,NEW HAMPSHIRE AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66782000039,2025-10-14 19:35:00+00:00,38.919494,-76.978644,1805 MONTANA AVENUE NE,WARD 5,e1e53fde0d7149b8fbfad5484f472a31,EDWIN ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66782133052,2025-10-18 18:20:00+00:00,38.967606,-77.020462,513 TUCKERMAN STREET NW,WARD 4,7e33acfe9c828de8b6f6afef08764808,5TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66782398406,2025-10-18 21:00:00+00:00,38.933342,-77.000637,400 MICHIGAN AVENUE NE,WARD 5,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66782464897,2025-10-17 19:20:00+00:00,38.905646,-77.002882,222 M STREET NE,WARD 6,934f18353cdd428b4093a3cdae5f33cb,DELAWARE AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66782566715,2025-10-18 20:10:00+00:00,38.890546,-76.958096,102 KENILWORTH AVENUE NE,WARD 7,ae5f33c6d669362c90dabb68fa6347f6,AMES ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66782737236,2025-10-18 13:00:00+00:00,38.914424,-77.074869,3817 S STREET NW,WARD 2,d7a8dc4da6f50ed610b373cae8442a28,38TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66783060576,2025-10-18 20:15:00+00:00,38.868679,-76.981214,1630 MINNESOTA AVENUE SE,WARD 8,ceaf691f51b77e427ce7838bfb901060,17TH ST SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
66783141145,2025-10-18 20:49:00+00:00,38.889791,-76.971895,2400 EAST CAPITOL STREET SE,WARD 7,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,10.0,0.0,1.0,0.0,1.0,False,False,False,False,True
66783280242,2025-10-18 23:22:00+00:00,38.903729,-77.065016,"POTOMAC STREET NW
WASHINGTON,",WARD 2,e1925039d99a4ad8966e39e03063457f,GRACE ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66783341759,2025-10-18 18:59:00+00:00,38.917186,-77.026291,1007 U STREET NW,WARD 1,f3292e567c431abdcaf382ec5bfe480b,U ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
66783435217,2025-10-18 04:00:00+00:00,38.851926,-76.967673,2801 KNOX STREET SE,WARD 8,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66783875791,2025-10-19 01:29:00+00:00,38.977127,-77.026041,7143 GEORGIA AVENUE NW,WARD 4,b27c2995d10b9f7b6964c54ae42232fd,FERN ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66784145131,2025-10-19 02:15:00+00:00,38.906447,-77.005884,"1ST STREET NE & PATTERSON STREET NE
WASHINGTON,",WARD 6,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66784268401,2025-10-18 19:32:00+00:00,38.886651,-77.032725,100 RAOUL WALLENBERG PLACE SW,WARD 2,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66784310481,2025-10-19 00:00:00+00:00,38.880075,-77.024803,11 DISTRICT SQUARE SW,WARD 6,b252af01b091259ec3f8685c6b152622,DISTRICT SQ SW,MEDIUM,BLOCKKEY_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66784689223,2025-10-19 04:07:00+00:00,38.919845,-77.00155,310 RHODE ISLAND AVENUE NE,WARD 5,37d91fcce74dc6af4b1d05d679289306,5TH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66784808218,2025-10-19 02:45:00+00:00,38.947253,-77.008052,8 HAWAII AVENUE NE,WARD 5,cc60300233f360e7ab14387780e8f873,ROCK CREEK CHURCH RD NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66784834628,2025-10-19 03:32:00+00:00,38.94201,-77.033194,4200 14TH STREET NW,WARD 4,a207b32fcb13981ea28669a7ea48ab8f,UPSHUR ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66784997458,2025-10-19 01:12:00+00:00,38.894188,-76.921887,334 55TH STREET NE,WARD 7,36198d1501f56a7ed85f98fdefbbe21c,CLAY PL NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
66785849498,2025-10-19 05:00:00+00:00,38.881396,-76.933294,48371/2 BENNING ROAD SE,WARD 7,26641be6687f1973a9b80673b9e9f08b,G ST SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,True,False,False
66786372753,2025-10-19 06:36:00+00:00,38.883195,-77.010288,30 E STREET SW,WARD 2,a3bf9af97259be5c37a9d99046e365bd,E ST SE,HIGH,NO_ERROR_FLAGGED,6.0,0.0,0.0,2.0,2.0,False,False,False,False,False
66786385518,2025-10-07 16:50:00+00:00,38.892998,-76.909582,304 EASTERN AVENUE NE,WARD 7,33df66a802baf590a8efa81a92b4fd69,SOUTHERN AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
